,host_id,host_acceptance_rate,host_response_rate,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,reviews_per_month,superhost_flag,host_identity_verified_flag
1369,250328755,99%,100%,35.58748,-82.57165,Entire apartment,Entire home/apt,4,1,,1.0,138.00,97.0,2.27,1,1
1370,250328755,99%,100%,35.5872,-82.57082,Entire apartment,Entire home/apt,4,1,,1.0,138.00,98.0,2.91,1,1
1371,250328755,99%,100%,35.58779,-82.5699,Entire apartment,Entire home/apt,4,1,,1.0,138.00,95.0,1.82,1,1
1372,250328755,99%,100%,35.58774,-82.57014,Entire apartment,Entire home/apt,4,1,,1.0,138.00,96.0,3.1,1,1
1373,266252521,95%,100%,35.55904,-82.48412,Entire cabin,Entire home/apt,4,1,2.0,2.0,189.00,98.0,2.17,1,0
1375,167186184,100%,100%,35.60359,-82.54585,Entire condominium,Entire home/apt,4,1,1.0,2.0,124.00,94.0,2.51,1,1
1376,167186184,100%,100%,35.60152,-82.54606,Entire condominium,Entire home/apt,6,2,2.0,2.0,174.00,93.0,1.24,1,1
1377,167186184,100%,100%,35.60302,-82.54798,Entire condominium,Entire home/apt,6,2,2.0,3.0,174.00,97.0,1.87,1,1
1379,167217854,99%,100%,35.62868,-82.58118,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,92.00,99.0,7.37,1,1
1380,266871263,100%,86%,35.63402,-82.61698,Entire house,Entire home/apt,8,2.5,3.0,5.0,"6,429.00",99.0,1.52,1,1
1381,266624774,100%,100%,35.58057,-82.49607,Entire house,Entire home/apt,4,2.5,2.0,2.0,140.00,92.0,2.0,1,1
1382,242474849,99%,100%,35.64805,-82.62776,Entire bungalow,Entire home/apt,8,1,2.0,3.0,163.00,99.0,4.68,1,1
1386,250328755,99%,100%,35.58553,-82.57172,Entire apartment,Entire home/apt,4,1,,1.0,138.00,98.0,0.5,1,1
1387,42011154,100%,100%,35.58582,-82.57491,Private room in guest suite,Private room,2,1,1.0,1.0,50.00,99.0,6.57,1,1
1388,250328755,99%,100%,35.58704,-82.57084,Entire apartment,Entire home/apt,4,1,,1.0,138.00,100.0,0.82,1,1
1389,250328755,99%,100%,35.58591,-82.57079,Entire apartment,Entire home/apt,4,1,,1.0,138.00,98.0,3.23,1,1
1390,165230727,100%,100%,35.45414,-82.5222,Entire house,Entire home/apt,4,1,2.0,3.0,99.00,100.0,1.68,1,1
1391,250328755,99%,100%,35.58713,-82.57002,Entire apartment,Entire home/apt,4,1,,1.0,138.00,96.0,3.05,1,1
1392,250328755,99%,100%,35.58735,-82.57091,Entire apartment,Entire home/apt,4,1,,1.0,138.00,97.0,4.4,1,1
1393,250328755,99%,100%,35.58731,-82.57113,Entire apartment,Entire home/apt,4,1,,1.0,138.00,97.0,2.73,1,1
1394,250328755,99%,100%,35.58703,-82.57112,Entire apartment,Entire home/apt,4,1,,1.0,138.00,96.0,1.31,1,1
1395,167186184,100%,100%,35.60199,-82.54729,Entire condominium,Entire home/apt,4,1,1.0,2.0,124.00,92.0,2.02,1,1
1396,250328755,99%,100%,35.58571,-82.57121,Entire apartment,Entire home/apt,4,1,,1.0,138.00,96.0,3.2,1,1
1397,242474849,99%,100%,35.49581,-82.50356,Entire apartment,Entire home/apt,5,1,1.0,2.0,81.00,99.0,4.55,1,1
1398,3736218,94%,100%,35.54807,-82.49547,Entire cabin,Entire home/apt,16,3,6.0,10.0,306.00,100.0,0.79,1,1
1399,268445857,100%,100%,35.62693,-82.57872,Entire bungalow,Entire home/apt,5,1,2.0,3.0,127.00,100.0,1.31,1,0
1400,142642840,99%,100%,35.48531,-82.47067,Entire cabin,Entire home/apt,6,2,1.0,5.0,189.00,99.0,8.68,1,1
1401,173739940,100%,100%,35.62793,-82.58195,Entire house,Entire home/apt,5,2,3.0,3.0,169.00,99.0,2.89,1,1
1402,27371832,62%,100%,35.58723,-82.5058,Private room in house,Private room,2,1,1.0,1.0,73.00,100.0,0.5,0,0
1403,167186184,100%,100%,35.58638,-82.5535,Entire townhouse,Entire home/apt,6,2,2.0,3.0,338.00,97.0,1.76,1,1
1404,181480147,98%,96%,35.59767,-82.55308,Entire loft,Entire home/apt,4,1,2.0,3.0,232.00,97.0,3.21,1,1
1405,3736218,94%,100%,35.57481,-82.55725,Private room in guest suite,Private room,2,1,1.0,2.0,189.00,100.0,0.55,1,1
1406,3441402,99%,100%,35.57427,-82.57308,Entire guest suite,Entire home/apt,2,1,1.0,1.0,67.00,99.0,1.99,1,1
1407,10603047,100%,100%,35.56392,-82.48705,Entire cabin,Entire home/apt,2,1,1.0,1.0,167.00,97.0,0.38,0,1
1408,26893136,94%,100%,35.62354,-82.48011,Entire cabin,Entire home/apt,8,2,3.0,3.0,266.00,98.0,2.6,1,1
1409,138364953,100%,100%,35.42839,-82.52939,Entire house,Entire home/apt,8,2,3.0,5.0,151.00,95.0,4.77,0,1
1410,96187307,99%,100%,35.61422,-82.52138,Entire house,Entire home/apt,16,6,7.0,11.0,855.00,100.0,0.44,1,1
1411,2495976,89%,100%,35.60736,-82.55029,Entire condominium,Entire home/apt,2,1,1.0,2.0,70.00,100.0,0.33,0,1
1412,167186184,100%,100%,35.58638,-82.5537,Entire townhouse,Entire home/apt,6,2,2.0,2.0,252.00,100.0,2.19,1,1
1414,722034,99%,100%,35.57011,-82.61622,Entire house,Entire home/apt,4,1,2.0,2.0,196.00,98.0,1.51,1,1
1415,10603047,100%,100%,35.5069,-82.49739,Entire house,Entire home/apt,2,1,1.0,1.0,139.00,93.0,0.55,0,1
1416,251646421,99%,100%,35.59416,-82.53803,Entire chalet,Entire home/apt,4,1,2.0,2.0,204.00,99.0,1.59,1,1
1417,722034,99%,100%,35.56855,-82.61523,Entire house,Entire home/apt,4,1,2.0,2.0,178.00,99.0,1.82,1,1
1418,153532297,100%,100%,35.47258,-82.50656,Entire house,Entire home/apt,6,2,2.0,3.0,96.00,100.0,4.34,1,1
1419,61411239,94%,100%,35.5832,-82.57357,Entire guest suite,Entire home/apt,2,1,1.0,1.0,112.00,99.0,3.49,1,1
1420,149601167,99%,100%,35.65058,-82.47504,Entire house,Entire home/apt,6,1,2.0,3.0,130.00,100.0,0.69,0,1
1421,272110022,100%,100%,35.50258,-82.61078,Entire apartment,Entire home/apt,2,1,1.0,1.0,80.00,98.0,2.44,1,0
1422,3064799,97%,100%,35.59773,-82.5692,Entire guest suite,Entire home/apt,2,1,1.0,1.0,200.00,99.0,2.84,1,0
1424,167186184,100%,100%,35.60146,-82.54663,Entire condominium,Entire home/apt,4,1,1.0,2.0,124.00,90.0,1.94,1,1
1425,9313376,100%,100%,35.58277,-82.57902,Entire guest suite,Entire home/apt,2,1,1.0,1.0,90.00,99.0,8.75,1,1
1426,4117051,94%,100%,35.61001,-82.48604,Entire house,Entire home/apt,4,1,2.0,2.0,150.00,99.0,1.19,1,0
1427,10573695,95%,100%,35.60622,-82.56656,Entire apartment,Entire home/apt,2,1,1.0,1.0,129.00,99.0,3.25,1,1
1428,141615767,100%,100%,35.56856,-82.59112,Entire apartment,Entire home/apt,2,1,1.0,1.0,125.00,100.0,2.18,1,1
1429,206005042,67%,100%,35.46704,-82.47427,Entire guest suite,Entire home/apt,4,1,2.0,3.0,129.00,99.0,0.94,1,0
1430,181695818,100%,100%,35.63433,-82.46978,Entire cabin,Entire home/apt,6,2,3.0,3.0,230.00,99.0,1.76,1,1
1431,242485197,98%,100%,35.59939,-82.4855,Entire house,Entire home/apt,10,3,4.0,6.0,186.00,99.0,2.25,1,1
1433,184069772,97%,100%,35.56714,-82.54376,Room in boutique hotel,Hotel room,4,1,1.0,2.0,99.00,87.0,2.55,0,1
1434,4591695,100%,100%,35.57455,-82.54783,Entire condominium,Entire home/apt,2,1,1.0,1.0,48.00,100.0,0.3,1,0
1435,74488447,99%,100%,35.63563,-82.58501,Entire house,Entire home/apt,10,2.5,3.0,4.0,366.00,99.0,4.42,1,1
1436,116133463,100%,100%,35.59251,-82.46536,Entire apartment,Entire home/apt,6,2,2.0,3.0,156.00,98.0,1.55,1,1
1437,274596055,80%,100%,35.60318,-82.48206,Entire house,Entire home/apt,10,4,5.0,5.0,400.00,100.0,0.73,1,0
1438,53103852,99%,100%,35.48931,-82.49811,Entire house,Entire home/apt,16,2.5,5.0,8.0,419.00,99.0,4.25,1,1
1439,33042122,100%,100%,35.59878,-82.55587,Entire condominium,Entire home/apt,2,1,,2.0,104.00,98.0,4.4,1,1
1440,722034,99%,100%,35.59421,-82.53898,Entire chalet,Entire home/apt,4,1.5,2.0,2.0,228.00,97.0,2.53,1,1
1441,96187307,99%,100%,35.60522,-82.47071,Entire cabin,Entire home/apt,8,3,4.0,5.0,509.00,100.0,0.9,1,1
1442,722034,99%,100%,35.59357,-82.53762,Entire chalet,Entire home/apt,4,2,2.0,0.0,196.00,98.0,1.54,1,1
1443,23255760,100%,100%,35.55514,-82.52644,Private room in house,Private room,1,1,1.0,1.0,27.00,100.0,0.08,0,0
1444,17902735,97%,100%,35.60261,-82.56338,Entire house,Entire home/apt,5,1,2.0,2.0,131.00,97.0,3.14,1,1
1445,276060333,100%,100%,35.57121,-82.54368,Entire guest suite,Entire home/apt,4,1,2.0,2.0,163.00,99.0,6.51,1,0
1446,275850075,97%,100%,35.50838,-82.61804,Entire house,Entire home/apt,6,2.5,4.0,4.0,179.00,99.0,1.84,1,0
1447,180564557,100%,100%,35.62063,-82.65477,Entire house,Entire home/apt,6,2,3.0,3.0,135.00,94.0,6.29,1,1
1448,144932199,0%,100%,35.58938,-82.60137,Private room in house,Private room,2,1.5,1.0,1.0,49.00,95.0,0.89,1,1
1449,90478266,100%,100%,35.42983,-82.52596,Entire cottage,Entire home/apt,4,1.5,1.0,2.0,105.00,99.0,5.99,1,1
1450,14480896,100%,100%,35.47635,-82.51331,Entire house,Entire home/apt,8,2,4.0,5.0,325.00,98.0,0.61,1,1
1451,144932199,0%,100%,35.58946,-82.60128,Private room in house,Private room,2,1.5,1.0,1.0,39.00,97.0,0.62,1,1
1452,10699816,100%,100%,35.62544,-82.52287,Entire house,Entire home/apt,14,3,3.0,7.0,317.00,99.0,7.3,1,1
1453,13678979,100%,100%,35.636,-82.59297,Entire bungalow,Entire home/apt,5,1,3.0,3.0,116.00,99.0,5.15,1,1
1454,167186184,100%,100%,35.60195,-82.54778,Entire condominium,Entire home/apt,6,2,2.0,3.0,174.00,94.0,1.34,1,1
1455,72193612,99%,100%,35.59567,-82.5465,Private room in guest suite,Private room,2,1,,1.0,143.00,99.0,3.73,1,1
1456,82692497,86%,100%,35.50756,-82.66385,Entire house,Entire home/apt,4,2,3.0,3.0,180.00,96.0,1.35,1,1
1457,107027195,98%,100%,35.4721,-82.50674,Private room in cottage,Private room,2,1,1.0,1.0,55.00,99.0,2.84,1,1
1458,134903005,100%,99%,35.43067,-82.47225,Entire house,Entire home/apt,8,4,4.0,4.0,676.00,80.0,1.36,0,1
1460,1103121,100%,100%,35.57715,-82.57438,Entire guest suite,Entire home/apt,2,1,1.0,2.0,121.00,99.0,3.26,1,1
1461,17086502,98%,100%,35.58871,-82.45942,Entire guest suite,Entire home/apt,6,1,2.0,2.0,93.00,97.0,4.17,1,1
1463,224008239,100%,100%,35.58977,-82.62496,Entire house,Entire home/apt,7,2,3.0,5.0,125.00,99.0,3.98,1,0
1464,94825449,98%,100%,35.619,-82.55015,Entire guesthouse,Entire home/apt,4,1,1.0,3.0,199.00,100.0,8.57,1,1
1468,280898446,99%,100%,35.57912,-82.59751,Entire house,Entire home/apt,5,1,1.0,5.0,135.00,97.0,2.84,1,0
1469,280982724,100%,100%,35.55211,-82.50679,Private room in house,Private room,2,1,1.0,1.0,48.00,95.0,1.33,0,0
1470,145533530,95%,100%,35.63432,-82.4606,Entire house,Entire home/apt,4,2.5,2.0,2.0,394.00,99.0,2.8,1,1
1473,28526682,80%,100%,35.4363,-82.52913,Entire house,Entire home/apt,6,2,3.0,3.0,257.00,100.0,0.94,1,1
1474,51257852,97%,100%,35.58246,-82.56068,Entire apartment,Entire home/apt,4,1,2.0,2.0,158.00,98.0,5.18,1,0
1475,207357894,100%,100%,35.59524,-82.55422,Entire loft,Entire home/apt,4,2,2.0,2.0,326.00,100.0,2.57,1,1
1476,7074918,100%,100%,35.59908,-82.56572,Entire guest suite,Entire home/apt,2,1,,2.0,82.00,99.0,4.7,1,1
1479,282880141,100%,100%,35.60073,-82.55913,Entire bungalow,Entire home/apt,6,1,2.0,3.0,225.00,99.0,2.68,1,0
1480,87916558,100%,100%,35.58122,-82.56932,Entire apartment,Entire home/apt,2,1,1.0,1.0,74.00,95.0,0.52,0,0
1481,280898446,99%,100%,35.58043,-82.59608,Entire house,Entire home/apt,4,1,1.0,1.0,129.00,97.0,2.23,1,0
1482,167186184,100%,100%,35.59249,-82.5489,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,97.0,1.88,1,1
1483,167186184,100%,100%,35.59282,-82.55016,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,96.0,1.52,1,1
1484,47111763,98%,100%,35.60564,-82.48696,Entire house,Entire home/apt,4,1,2.0,2.0,202.00,100.0,5.51,1,1
1485,284465500,97%,100%,35.504,-82.61532,Private room in house,Private room,3,1,1.0,2.0,75.00,99.0,1.9,1,0
1486,284594450,99%,100%,35.56561,-82.54018,Entire cottage,Entire home/apt,4,1,1.0,2.0,155.00,98.0,3.05,1,0
1487,149601167,99%,100%,35.63262,-82.61726,Entire house,Entire home/apt,8,2,3.0,4.0,161.00,100.0,0.43,0,1
1488,285003400,100%,86%,35.47222,-82.57471,Entire cottage,Entire home/apt,10,1.5,3.0,8.0,246.00,99.0,1.96,1,0
1489,280898446,99%,100%,35.57889,-82.59605,Entire house,Entire home/apt,3,1,1.0,2.0,99.00,97.0,3.02,1,0
1490,157184925,88%,100%,35.63129,-82.47636,Entire apartment,Entire home/apt,2,1,,1.0,87.00,99.0,1.28,1,1
1491,285895298,95%,100%,35.47647,-82.50452,Entire guest suite,Entire home/apt,3,1,,2.0,85.00,100.0,1.74,1,0
1493,22829042,98%,100%,35.58427,-82.60594,Entire house,Entire home/apt,2,1,,1.0,89.00,100.0,3.01,1,1
1494,167186184,100%,100%,35.59379,-82.55089,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,94.0,2.37,1,1
1496,167186184,100%,100%,35.59251,-82.54962,Entire condominium,Entire home/apt,4,1,1.0,1.0,174.00,99.0,1.9,1,1
1497,109638953,98%,97%,35.60154,-82.62568,Entire house,Entire home/apt,10,2,4.0,5.0,304.00,95.0,3.65,0,1
1498,242485197,98%,100%,35.59886,-82.48697,Entire house,Entire home/apt,4,1,2.0,3.0,73.00,99.0,4.88,1,1
1499,180564557,100%,100%,35.59524,-82.59258,Entire house,Entire home/apt,4,2,2.0,2.0,112.00,95.0,6.13,1,1
1500,85510477,99%,100%,35.59407,-82.54069,Entire guest suite,Entire home/apt,4,2,2.0,2.0,172.00,100.0,2.31,1,1
1501,8120727,81%,100%,35.57611,-82.59377,Entire house,Entire home/apt,4,1,2.0,2.0,60.00,100.0,1.17,1,1
1502,276422107,100%,100%,35.58892,-82.49537,Private room in house,Private room,2,1,1.0,2.0,48.00,97.0,1.96,1,1
1503,167186184,100%,100%,35.59255,-82.54901,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,95.0,2.55,1,1
1504,288199878,36%,100%,35.63016,-82.59259,Entire house,Entire home/apt,2,1,1.0,1.0,135.00,100.0,0.24,0,1
1505,151397468,99%,100%,35.6476,-82.51431,Entire house,Entire home/apt,10,4,5.0,5.0,532.00,88.0,0.61,0,0
1506,167186184,100%,100%,35.5936,-82.54882,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,99.0,3.12,1,1
1507,288684785,91%,100%,35.61994,-82.61197,Entire apartment,Entire home/apt,2,1,1.0,1.0,125.00,99.0,1.77,1,1
1508,167186184,100%,100%,35.60244,-82.54725,Entire condominium,Entire home/apt,6,2,2.0,3.0,174.00,95.0,2.02,1,1
1509,167186184,100%,100%,35.59386,-82.54913,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,95.0,1.56,1,1
1510,288906933,100%,100%,35.55503,-82.49338,Entire apartment,Entire home/apt,2,1,1.0,1.0,72.00,99.0,2.5,1,1
1511,6961396,96%,100%,35.55914,-82.66235,Entire house,Entire home/apt,7,1.5,3.0,3.0,95.00,93.0,0.63,1,1
1512,151397468,99%,100%,35.53726,-82.48336,Entire loft,Entire home/apt,2,1,,1.0,175.00,99.0,1.45,0,0
1513,167186184,100%,100%,35.60301,-82.54656,Entire condominium,Entire home/apt,4,1,1.0,2.0,124.00,92.0,1.96,1,1
1515,100789740,100%,100%,35.59081,-82.65834,Entire apartment,Entire home/apt,2,1,1.0,1.0,74.00,100.0,2.06,1,1
1516,142642840,99%,100%,35.48537,-82.47098,Entire cabin,Entire home/apt,5,2,1.0,3.0,177.00,99.0,9.1,1,1
1518,167186184,100%,100%,35.58552,-82.55347,Entire townhouse,Entire home/apt,6,2,2.0,3.0,381.00,99.0,1.77,1,1
1519,1994122,99%,100%,35.61125,-82.52443,Entire house,Entire home/apt,12,6.5,6.0,6.0,886.00,100.0,0.44,1,1
1520,9017645,71%,100%,35.62081,-82.55933,Entire house,Entire home/apt,2,1,1.0,1.0,135.00,100.0,0.54,1,1
1521,290292888,98%,100%,35.64688,-82.49839,Entire house,Entire home/apt,6,2,3.0,3.0,331.00,100.0,0.45,0,1
1522,150024808,100%,100%,35.60754,-82.46799,Entire guesthouse,Entire home/apt,3,1,1.0,1.0,62.00,98.0,1.92,1,1
1523,11458618,100%,100%,35.57582,-82.53767,Entire apartment,Entire home/apt,2,1,1.0,1.0,85.00,99.0,5.34,1,1
1524,187685577,97%,100%,35.50928,-82.60858,Entire house,Entire home/apt,6,1.5,3.0,4.0,146.00,100.0,2.89,1,1
1525,121549010,100%,100%,35.57272,-82.60109,Entire guest suite,Entire home/apt,2,1,1.0,1.0,63.00,97.0,2.5,1,0
1526,216145693,92%,100%,35.57297,-82.58092,Entire guesthouse,Entire home/apt,2,1,,1.0,101.00,100.0,7.8,1,1
1527,167186184,100%,100%,35.59402,-82.54911,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,97.0,2.15,1,1
1529,3838067,82%,100%,35.58254,-82.57801,Entire apartment,Entire home/apt,5,1,2.0,2.0,135.00,97.0,1.54,1,0
1530,265655545,100%,100%,35.57122,-82.54777,Entire apartment,Entire home/apt,2,1,1.0,2.0,200.00,99.0,1.1,1,1
1531,33911036,71%,90%,35.62892,-82.58682,Private room in house,Private room,2,1,1.0,1.0,44.00,100.0,1.85,1,1
1532,84896326,99%,100%,35.49395,-82.51496,Entire apartment,Entire home/apt,2,1,1.0,1.0,71.00,100.0,3.24,1,1
1533,30985020,93%,100%,35.61364,-82.48766,Entire house,Entire home/apt,7,3,4.0,6.0,300.00,100.0,3.05,1,1
1534,264046613,100%,100%,35.55026,-82.506,Entire house,Entire home/apt,8,2,3.0,4.0,141.00,100.0,4.4,1,1
1535,34992675,99%,100%,35.54607,-82.53186,Entire guesthouse,Entire home/apt,2,1,1.0,0.0,85.00,98.0,4.83,1,1
1537,128559412,0%,100%,35.5681,-82.53205,Private room in house,Private room,2,1,1.0,1.0,109.00,100.0,0.84,1,0
1538,94272182,98%,100%,35.58218,-82.59141,Entire guesthouse,Entire home/apt,4,1,1.0,2.0,100.00,100.0,5.01,1,1
1540,71812166,99%,100%,35.55662,-82.60591,Entire apartment,Entire home/apt,2,1,1.0,3.0,215.00,100.0,0.32,1,1
1541,122691303,100%,100%,35.4795,-82.5112,Entire cottage,Entire home/apt,2,1.5,1.0,1.0,232.00,100.0,6.19,1,1
1542,154597390,95%,100%,35.5968,-82.48333,Entire house,Entire home/apt,4,2,3.0,3.0,220.00,99.0,2.05,1,1
1543,84784954,100%,100%,35.4608,-82.4727,Entire guest suite,Entire home/apt,2,1,1.0,1.0,70.00,99.0,2.08,1,0
1544,156580026,96%,100%,35.60752,-82.49969,Private room in house,Private room,2,1,1.0,1.0,68.00,100.0,3.31,1,1
1545,137884684,99%,100%,35.59518,-82.47886,Entire apartment,Entire home/apt,2,1,1.0,1.0,70.00,100.0,3.83,1,1
1546,71812166,99%,100%,35.53226,-82.61758,Entire house,Entire home/apt,2,1,1.0,1.0,195.00,97.0,1.56,1,1
1547,167186184,100%,100%,35.59393,-82.54926,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,99.0,2.38,1,1
1548,60088716,100%,100%,35.55169,-82.51693,Entire bungalow,Entire home/apt,4,1,2.0,3.0,145.00,99.0,1.27,1,0
1549,167186184,100%,100%,35.60304,-82.54608,Entire condominium,Entire home/apt,4,1,1.0,2.0,145.00,93.0,1.25,1,1
1550,167186184,100%,100%,35.59295,-82.54905,Entire condominium,Entire home/apt,6,2,2.0,3.0,252.00,97.0,2.45,1,1
1551,175105672,92%,100%,35.58028,-82.5827,Entire house,Entire home/apt,6,1.5,2.0,2.0,275.00,100.0,1.12,1,0
1552,167186184,100%,100%,35.59209,-82.55056,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,99.0,1.47,1,1
1553,16296123,99%,100%,35.49063,-82.51478,Private room in house,Private room,2,1,1.0,1.0,36.00,97.0,8.2,1,1
1554,34951106,99%,100%,35.57873,-82.59724,Entire guest suite,Entire home/apt,3,1,,2.0,95.00,98.0,7.89,1,1
1555,180564557,100%,100%,35.62521,-82.57887,Entire house,Entire home/apt,4,2,2.0,2.0,110.00,94.0,4.96,1,1
1556,40328496,98%,100%,35.56873,-82.52337,Private room in house,Private room,2,1,1.0,1.0,80.00,97.0,2.1,1,1
1557,297256170,100%,100%,35.65138,-82.5814,Entire apartment,Entire home/apt,5,1,2.0,2.0,146.00,97.0,1.14,1,1
1558,83353651,95%,100%,35.53427,-82.48292,Entire house,Entire home/apt,8,3,4.0,4.0,300.00,100.0,2.59,1,1
1559,105838974,98%,100%,35.59841,-82.60181,Entire house,Entire home/apt,6,2,2.0,3.0,225.00,98.0,5.44,1,1
1560,14649701,98%,100%,35.48206,-82.5196,Tent,Entire home/apt,2,0,,2.0,45.00,100.0,0.05,1,1
1561,297735076,100%,100%,35.63492,-82.4618,Entire house,Entire home/apt,8,3.5,4.0,4.0,450.00,100.0,0.19,0,0
1563,296256113,100%,100%,35.54437,-82.48289,Entire guest suite,Entire home/apt,4,1,2.0,2.0,148.00,99.0,0.93,1,0
1564,151397468,99%,100%,35.59398,-82.55062,Entire condominium,Entire home/apt,4,1,1.0,2.0,210.00,99.0,1.39,0,0
1565,232831690,100%,100%,35.55438,-82.47712,Entire house,Entire home/apt,12,3,4.0,9.0,180.00,99.0,5.01,1,1
1566,56706528,100%,100%,35.5822,-82.55872,Entire house,Entire home/apt,2,1,1.0,1.0,94.00,95.0,1.05,0,0
1569,160657193,75%,100%,35.52431,-82.60939,Private room in house,Private room,2,1,1.0,1.0,55.00,100.0,0.86,1,1
1570,298877301,100%,100%,35.48607,-82.49799,Entire condominium,Entire home/apt,4,2.5,2.0,2.0,125.00,100.0,0.59,1,0
1571,92301073,100%,100%,35.62335,-82.47742,Entire apartment,Entire home/apt,4,1,2.0,3.0,140.00,100.0,2.79,1,1
1574,167186184,100%,100%,35.5935,-82.55112,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,99.0,1.5,1,1
1575,185370249,96%,100%,35.58553,-82.57401,Private room in house,Private room,2,1,,1.0,199.00,99.0,2.1,1,1
1576,299822655,100%,100%,35.58173,-82.59813,Entire apartment,Entire home/apt,5,1,2.0,2.0,167.00,98.0,2.67,1,1
1577,299822655,100%,100%,35.58101,-82.59709,Entire apartment,Entire home/apt,2,1,1.0,1.0,157.00,98.0,2.79,1,1
1578,16970160,98%,100%,35.61295,-82.54469,Entire guest suite,Entire home/apt,4,1,2.0,2.0,117.00,98.0,4.04,1,1
1579,32670355,100%,100%,35.59442,-82.55396,Entire condominium,Entire home/apt,4,1,1.0,2.0,201.00,100.0,2.1,1,1
1580,215033266,99%,100%,35.58008,-82.64597,Tiny house,Entire home/apt,2,1,1.0,1.0,60.00,98.0,4.2,1,1
1581,58838473,100%,100%,35.5624,-82.52337,Private room in house,Private room,2,1,1.0,1.0,107.00,100.0,3.33,1,1
1582,282336310,100%,100%,35.5874,-82.55287,Entire loft,Entire home/apt,4,1,2.0,2.0,376.00,98.0,2.95,1,0
1583,282336310,100%,100%,35.58831,-82.55246,Entire loft,Entire home/apt,2,1,1.0,1.0,291.00,99.0,3.84,1,0
1584,5609688,100%,100%,35.57905,-82.62588,Entire guest suite,Entire home/apt,4,1,1.0,2.0,80.00,100.0,2.16,1,1
1585,118485561,100%,100%,35.63592,-82.51616,Entire house,Entire home/apt,7,2,3.0,5.0,255.00,100.0,5.61,1,1
1588,1912965,98%,100%,35.58958,-82.50909,Entire guest suite,Entire home/apt,2,1,1.0,1.0,106.00,99.0,4.25,1,1
1589,33129659,98%,100%,35.63319,-82.62877,Entire house,Entire home/apt,6,2,3.0,4.0,188.00,100.0,3.26,1,1
1590,96187307,99%,100%,35.62671,-82.51796,Entire house,Entire home/apt,4,2,2.0,2.0,219.00,100.0,0.62,1,1
1591,249871754,100%,100%,35.62906,-82.58145,Entire bungalow,Entire home/apt,8,1.5,4.0,5.0,215.00,99.0,2.3,1,0
1593,714507,0%,100%,35.53715,-82.62467,Entire house,Entire home/apt,8,1.5,2.0,4.0,161.00,97.0,0.39,1,1
1594,35972008,70%,100%,35.59905,-82.55763,Entire guest suite,Entire home/apt,2,1,1.0,1.0,225.00,100.0,0.78,1,1
1595,96187307,99%,100%,35.60274,-82.55864,Entire loft,Entire home/apt,4,2,2.0,2.0,260.00,93.0,1.26,1,1
1596,96187307,99%,100%,35.60357,-82.55985,Entire loft,Entire home/apt,4,2,2.0,2.0,238.00,100.0,1.57,1,1
1597,96187307,99%,100%,35.60459,-82.55933,Entire loft,Entire home/apt,4,2,2.0,2.0,237.00,100.0,0.53,1,1
1598,96187307,99%,100%,35.60505,-82.5598,Entire loft,Entire home/apt,4,2,2.0,2.0,230.00,100.0,1.01,1,1
1599,174169874,100%,100%,35.57675,-82.59554,Entire apartment,Entire home/apt,4,1,1.0,2.0,91.00,99.0,2.69,1,1
1600,302870608,100%,100%,35.62471,-82.56291,Entire house,Entire home/apt,4,1,1.0,2.0,85.00,99.0,3.16,1,0
1601,16443620,94%,100%,35.58317,-82.58544,Private room in house,Private room,3,1,1.0,2.0,71.00,98.0,1.36,1,0
1603,117928272,92%,92%,35.56764,-82.57106,Entire guest suite,Entire home/apt,2,1,1.0,1.0,155.00,99.0,7.1,1,1
1604,167186184,100%,100%,35.59226,-82.54929,Entire condominium,Entire home/apt,4,1,1.0,2.0,174.00,98.0,2.82,1,1
1605,167186184,100%,100%,35.60191,-82.5463,Entire house,Entire home/apt,6,2,2.0,3.0,252.00,98.0,1.61,1,1
1606,67509318,100%,100%,35.45165,-82.56561,Private room in guest suite,Private room,3,1.5,1.0,2.0,68.00,100.0,2.29,1,1
1607,97028753,100%,100%,35.63771,-82.46381,Entire guesthouse,Entire home/apt,4,1,,2.0,116.00,100.0,1.52,0,1
1608,26002506,99%,100%,35.63495,-82.59766,Tiny house,Entire home/apt,2,1,1.0,2.0,126.00,100.0,6.6,1,1
1609,32670355,100%,100%,35.5932,-82.54993,Entire condominium,Entire home/apt,4,1,1.0,2.0,182.00,100.0,2.89,1,1
